"행정구역","2014년12월_남자 평균연령","2014년12월_여자 평균연령","2014년12월_평균연령"
"전라남도 고흥군 도덕면(4677032000)","54","60.1","57.2"
"전라남도 고흥군 금산면(4677033000)","52.4","57.8","55.2"
"전라남도 고흥군 도화면(4677034000)","52.7","58.7","55.8"
"전라남도 고흥군 포두면(4677035000)","52.8","59.2","56.1"
"전라남도 고흥군 봉래면(4677036000)","51.9","58.6","55.4"
"전라남도 고흥군 점암면(4677037000)","54.4","62.5","58.8"
"전라남도 고흥군 과역면(4677038000)","51.1","58.5","55.1"
"전라남도 고흥군 남양면(4677039000)","52.5","58.8","55.9"
"전라남도 고흥군 동강면(4677040000)","51","58.3","54.8"
"전라남도 고흥군 대서면(4677041000)","53.7","61.4","57.7"
"전라남도 고흥군 두원면(4677042000)","55.5","62.7","59.4"
"전라남도 고흥군 영남면(4677044000)","52.8","61.6","57.5"
"전라남도 고흥군 동일면(4677045000)","51.7","59.8","55.7"
"전라남도 보성군 (4678000000)","47.5","53.4","50.6"
"전라남도 보성군 보성읍(4678025000)","42.5","45.4","44"
"전라남도 보성군 벌교읍(4678025300)","46.3","52.5","49.5"
"전라남도 보성군 노동면(4678031000)","51.8","60.2","56.3"
"전라남도 보성군 미력면(4678032000)","49.7","57.7","53.9"
"전라남도 보성군 겸백면(4678033000)","53.7","60.2","57.1"
"전라남도 보성군 율어면(4678034000)","51.3","58.6","55.2"
"전라남도 보성군 복내면(4678035000)","51.2","58.7","55"
"전라남도 보성군 문덕면(4678036000)","51.1","57.2","54.3"
"전라남도 보성군 조성면(4678037000)","49","56.9","53.1"
"전라남도 보성군 득량면(4678038000)","50.9","57.7","54.4"
"전라남도 보성군 득량면예당출장소(4678038500)","46.4","52.7","49.7"
"전라남도 보성군 회천면(4678039000)","50.4","55.8","53.1"
"전라남도 보성군 웅치면(4678040000)","53.7","60.2","57.1"
"전라남도 화순군 (4679000000)","42.7","46.9","44.8"
"전라남도 화순군 화순읍(4679025000)","37.6","40.5","39.1"
"전라남도 화순군 한천면(4679031000)","49.9","58.3","54.2"
"전라남도 화순군 한천면영외출장소(4679031500)","51.4","58.6","55"
"전라남도 화순군 춘양면(4679032000)","51.8","59.4","55.6"
"전라남도 화순군 청풍면(4679033000)","55.1","63","59.3"
"전라남도 화순군 이양면(4679034000)","53.8","59","56.5"
"전라남도 화순군 능주면(4679035000)","45.5","51.1","48.3"
"전라남도 화순군 도곡면(4679036000)","48.6","55.4","52.1"
"전라남도 화순군 도암면(4679037000)","54.5","60.3","57.3"
"전라남도 화순군 이서면(4679038000)","52.6","58.3","55.5"
"전라남도 화순군 북면(4679039000)","51.1","59.6","55.5"
"전라남도 화순군 동복면(4679040000)","52.4","59.3","56.1"
"전라남도 화순군 남면(4679041000)","52.2","58.1","55.2"
"전라남도 화순군 동면(4679042000)","49.9","54.3","52.1"
"전라남도 장흥군 (4680000000)","45.6","51.2","48.5"
"전라남도 장흥군 장흥읍(4680025000)","40.2","44.5","42.4"
"전라남도 장흥군 관산읍(4680025300)","48.5","54.8","51.7"
"전라남도 장흥군 대덕읍(4680025600)","47","52.7","49.9"
"전라남도 장흥군 용산면(4680031000)","49.8","57.6","53.9"
"전라남도 장흥군 안양면(4680032000)","48.7","56.5","52.7"
"전라남도 장흥군 장동면(4680033000)","50.7","56.8","53.8"
"전라남도 장흥군 장평면(4680034000)","50.4","56.3","53.5"
"전라남도 장흥군 유치면(4680035000)","49.6","54.8","52.2"
"전라남도 장흥군 부산면(4680036000)","51.4","57.6","54.6"
"전라남도 장흥군 회진면(4680037000)","47.9","52.9","50.5"
"전라남도 강진군 (4681000000)","45.2","50.8","48.1"
"전라남도 강진군 강진읍(4681025000)","39.9","43.6","41.9"
"전라남도 강진군 군동면(4681031000)","44.9","52.6","48.9"
"전라남도 강진군 칠량면(4681032000)","49.2","55.1","52.3"
"전라남도 강진군 대구면(4681033000)","49.5","56.4","53.2"
"전라남도 강진군 도암면(4681034000)","50.2","57.1","53.9"
"전라남도 강진군 신전면(4681035000)","50.6","56.8","53.9"
"전라남도 강진군 성전면(4681036000)","49","54.3","51.7"
"전라남도 강진군 작천면(4681037000)","50.4","58.3","54.5"
"전라남도 강진군 병영면(4681038000)","49.3","57.1","53.4"
"전라남도 강진군 옴천면(4681039000)","49.8","56.5","53.4"
"전라남도 강진군 마량면(4681040000)","47","52.7","49.9"
"전라남도 해남군 (4682000000)","45.2","50","47.6"
"전라남도 해남군 해남읍(4682025000)","38.4","40.9","39.7"
"전라남도 해남군 삼산면(4682031000)","48.5","54.2","51.4"
"전라남도 해남군 화산면(4682032000)","49.3","54.5","51.9"
"전라남도 해남군 현산면(4682033000)","49.1","55.9","52.6"
"전라남도 해남군 송지면(4682034000)","47.1","53","50.2"
"전라남도 해남군 북평면(4682035000)","49.6","54.5","52.2"
"전라남도 해남군 북일면(4682036000)","50.6","57.2","54.1"
"전라남도 해남군 옥천면(4682037000)","50.5","56.2","53.5"
"전라남도 해남군 계곡면(4682038000)","52","59.8","56.1"
"전라남도 해남군 마산면(4682039000)","49","57.2","53.1"
"전라남도 해남군 황산면(4682040000)","47.7","53.3","50.6"
"전라남도 해남군 산이면(4682041000)","48.1","52","50.1"
"전라남도 해남군 문내면(4682042000)","47.1","53.1","50.1"
"전라남도 해남군 화원면(4682043000)","47","52.6","49.9"
"전라남도 영암군 (4683000000)","42.3","46.9","44.5"
"전라남도 영암군 영암읍(4683025000)","41.5","45.5","43.5"
"전라남도 영암군 삼호읍(4683025300)","36.2","37.5","36.8"
"전라남도 영암군 삼호읍서부출장소(4683025400)","32.7","32.9","32.8"
"전라남도 영암군 덕진면(4683031000)","51.5","57.2","54.5"
"전라남도 영암군 금정면(4683032000)","51.3","58.4","55"
"전라남도 영암군 신북면(4683033000)","48.8","53.3","51.1"
"전라남도 영암군 시종면(4683034000)","50.3","57.4","53.9"
"전라남도 영암군 도포면(4683035000)","49.2","56.7","53"
"전라남도 영암군 군서면(4683036000)","48.6","56.3","52.6"
"전라남도 영암군 서호면(4683037000)","51.7","57.8","55"
"전라남도 영암군 학산면(4683038000)","47.7","52.3","50.1"
"전라남도 영암군 미암면(4683039000)","49.2","53.9","51.6"
"전라남도 무안군 (4684000000)","40.4","44.2","42.3"
"전라남도 무안군 무안읍(4684025000)","39.7","43.9","41.8"
"전라남도 무안군 일로읍(4684025300)","46.7","53.3","50"
"전라남도 무안군 삼향읍(4684025600)","47.1","51.6","49.2"
"전라남도 무안군 삼향읍남악출장소(4684025800)","29.8","31.3","30.6"
"전라남도 무안군 몽탄면(4684032000)","50.3","57.9","54.2"
"전라남도 무안군 청계면(4684033000)","46.3","51.7","49"
"전라남도 무안군 현경면(4684034000)","49.3","54.5","51.9"
"전라남도 무안군 망운면(4684035000)","48.8","54","51.3"
"전라남도 무안군 해제면(4684036000)","49","54.9","52"
"전라남도 무안군 운남면(4684037000)","48","52.1","50"
"전라남도 함평군 (4686000000)","47.1","53.5","50.3"
"전라남도 함평군 함평읍(4686025000)","43","48.7","45.9"
"전라남도 함평군 손불면(4686031000)","50","55.4","52.8"
"전라남도 함평군 신광면(4686032000)","49.8","56.2","53.1"
"전라남도 함평군 학교면(4686033000)","47.9","55.3","51.7"
"전라남도 함평군 엄다면(4686034000)","48","56.9","52.6"
"전라남도 함평군 대동면(4686035000)","48.2","55.7","51.9"
"전라남도 함평군 나산면(4686036000)","49","55.6","52.4"
"전라남도 함평군 해보면(4686037000)","47.9","53.2","50.5"
"전라남도 함평군 월야면(4686038000)","47.8","54.3","50.9"
"전라남도 영광군 (4687000000)","44.1","48.8","46.4"
"전라남도 영광군 영광읍(4687025000)","39.5","42.4","41"
"전라남도 영광군 백수읍(4687025300)","48.8","55.5","52.2"
"전라남도 영광군 홍농읍(4687025600)","40.4","43.7","42"
"전라남도 영광군 대마면(4687031000)","49.6","57.5","53.6"
"전라남도 영광군 묘량면(4687032000)","50.5","56.7","53.7"
"전라남도 영광군 불갑면(4687033000)","49.9","54.1","52.1"
"전라남도 영광군 군서면(4687034000)","48.3","55.2","51.7"
"전라남도 영광군 군남면(4687035000)","53.8","60.6","57.4"
"전라남도 영광군 염산면(4687036000)","50.3","56.5","53.5"
"전라남도 영광군 법성면(4687037000)","45.4","51.4","48.4"
"전라남도 영광군 낙월면(4687038000)","49","54.4","51.2"
"전라남도 영광군 낙월면안마출장소(4687038500)","49.6","53.6","51.3"
"전라남도 장성군 (4688000000)","44.8","49.4","47.1"
"전라남도 장성군 장성읍(4688025000)","42.7","46.8","44.8"
"전라남도 장성군 진원면(4688031000)","44.8","50","47.4"
"전라남도 장성군 남면(4688032000)","48.5","52.8","50.6"
"전라남도 장성군 동화면(4688033000)","48.9","56","52.4"
"전라남도 장성군 삼서면(4688034000)","49.2","55.1","52.1"
"전라남도 장성군 삼계면(4688035000)","36.1","39.2","37.6"
"전라남도 장성군 황룡면(4688036000)","45.7","50.7","48.2"
"전라남도 장성군 서삼면(4688037000)","46.5","52.8","49.5"
"전라남도 장성군 북일면(4688038000)","51.1","56.8","53.9"
"전라남도 장성군 북이면(4688039000)","51.1","56.7","53.9"
"전라남도 장성군 북하면(4688040000)","51.5","57.1","54.3"
"전라남도 완도군 (4689000000)","45.9","50.9","48.4"
"전라남도 완도군 완도읍(4689025000)","40.9","44.1","42.5"
"전라남도 완도군 금일읍(4689025300)","48.2","54.5","51.3"
"전라남도 완도군 노화읍(4689025600)","44.7","49.7","47.2"
"전라남도 완도군 노화읍넙도출장소(4689029000)","44.2","50.7","47.1"
"전라남도 완도군 군외면(4689031000)","51.4","57.5","54.5"
"전라남도 완도군 신지면(4689032000)","49.4","54.9","52.2"
"전라남도 완도군 고금면(4689033000)","50.4","55.7","53.1"
"전라남도 완도군 약산면(4689034000)","51.9","57.5","54.7"
"전라남도 완도군 청산면(4689035000)","51.1","59","55.2"
"전라남도 완도군 청산면모도출장소(4689035500)","56.1","61.8","59.3"
"전라남도 완도군 소안면(4689036000)","49.5","56.2","53"
"전라남도 완도군 금당면(4689037000)","49.7","57.6","53.6"
"전라남도 완도군 보길면(4689038000)","43.5","48","45.8"
"전라남도 완도군 생일면(4689039000)","50","57.2","53.6"
"전라남도 진도군 (4690000000)","46","52","49.1"
"전라남도 진도군 진도읍(4690025000)","39.9","44.2","42.1"
"전라남도 진도군 군내면(4690031000)","49.3","54.4","51.8"
"전라남도 진도군 고군면(4690032000)","45.8","51.8","48.9"
"전라남도 진도군 의신면(4690033000)","49.3","55.6","52.6"
"전라남도 진도군 임회면(4690034000)","49.6","56.3","53.2"
"전라남도 진도군 지산면(4690035000)","50.6","58.6","54.8"
"전라남도 진도군 조도면(4690036000)","50","58.6","54.3"
"전라남도 진도군 조도면가사출장소(4690036500)","50.8","62.9","56.5"
"전라남도 진도군 조도면거차출장소(4690036600)","43.5","55.8","49.4"
"전라남도 신안군 (4691000000)","47.9","54.1","50.9"
"전라남도 신안군 지도읍(4691025000)","48.4","55","51.5"
"전라남도 신안군 지도읍선도출장소(4691025100)","51","58.3","54.6"
"전라남도 신안군 압해읍(4691025300)","47.3","51","49"
"전라남도 신안군 압해읍매화출장소(4691025400)","49.7","58.6","54.2"
"전라남도 신안군 압해읍고이도출장소(4691025500)","53.1","57.3","55"
"전라남도 신안군 증도면(4691031000)","48.7","56","52.1"
"전라남도 신안군 증도면병풍출장소(4691031500)","49.9","56.7","52.8"
"전라남도 신안군 임자면(4691032000)","45","51","47.8"
"전라남도 신안군 자은면(4691033000)","50.2","57.3","53.6"
"전라남도 신안군 비금면(4691034000)","48.5","53.4","50.9"
"전라남도 신안군 도초면(4691035000)","46.6","54.3","50.4"
"전라남도 신안군 도초면우이도출장소(4691035500)","53.1","60.4","56.3"
"전라남도 신안군 흑산면(4691036000)","47","53.7","50.1"
"전라남도 신안군 흑산면가거도출장소(4691036500)","41.5","48.5","44.3"
"전라남도 신안군 흑산면태도출장소(4691036600)","44.7","52.2","48"
"전라남도 신안군 흑산면홍도출장소(4691036700)","41.4","46","43.4"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","45.4","52.4","48.4"
"전라남도 신안군 하의면(4691037000)","49","55.7","52.2"
"전라남도 신안군 신의면(4691038000)","45.9","50.7","48"
"전라남도 신안군 장산면(4691039000)","50.2","56.2","53.1"
"전라남도 신안군 안좌면(4691040000)","50.5","56.6","53.5"
"전라남도 신안군 안좌면자라출장소(4691040500)","46.2","53.9","49.8"
"전라남도 신안군 팔금면(4691041000)","50.4","58.8","54.6"
"전라남도 신안군 암태면(4691042000)","49.4","57","53.1"
"경상북도  (4700000000)","41","44.6","42.8"
"경상북도 포항시 (4711000000)","39.1","41.8","40.4"
"경상북도 포항시 남구 (4711100000)","39.2","41.7","40.4"
"경상북도 포항시 남구 구룡포읍(4711125000)","49.4","55.3","52.3"
"경상북도 포항시 남구 연일읍(4711125300)","36.8","38.3","37.6"
"경상북도 포항시 남구 오천읍(4711125600)","35.3","37","36.1"
"경상북도 포항시 남구 대송면(4711131000)","46.2","50.9","48.4"
"경상북도 포항시 남구 동해면(4711132000)","43.2","46.7","44.9"
"경상북도 포항시 남구 장기면(4711133000)","52.7","59.5","56.2"
"경상북도 포항시 남구 호미곶면(4711135000)","51.2","59.1","55.3"
"경상북도 포항시 남구 상대동(4711152500)","41.7","44.1","42.8"
"경상북도 포항시 남구 해도동(4711154500)","43.7","46.7","45.2"
"경상북도 포항시 남구 송도동(4711155000)","43.9","47.4","45.6"
"경상북도 포항시 남구 청림동(4711156000)","40.8","43.6","42.1"
"경상북도 포항시 남구 제철동(4711157000)","37.5","40.5","38.8"
"경상북도 포항시 남구 효곡동(4711158000)","35.3","36.3","35.8"
"경상북도 포항시 남구 대이동(4711159000)","35.2","37.8","36.5"
"경상북도 포항시 북구 (4711300000)","39","41.9","40.4"
"경상북도 포항시 북구 흥해읍(4711325000)","40.1","43.8","41.9"
"경상북도 포항시 북구 신광면(4711331000)","52.7","60","56.4"
"경상북도 포항시 북구 청하면(4711332000)","49.7","57.1","53.5"
"경상북도 포항시 북구 송라면(4711333000)","50.8","57.2","54.1"
"경상북도 포항시 북구 기계면(4711334000)","51","57.2","54.2"
"경상북도 포항시 북구 죽장면(4711335000)","54.6","60.7","57.8"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","51.7","57.2","54.4"
"경상북도 포항시 북구 기북면(4711336000)","54.2","61.2","57.8"
"경상북도 포항시 북구 중앙동(4711352000)","44.6","48.2","46.5"
"경상북도 포항시 북구 양학동(4711363000)","36.7","39.4","38"
"경상북도 포항시 북구 죽도동(4711365500)","43.3","46.2","44.8"
"경상북도 포항시 북구 용흥동(4711366500)","39.9","42.7","41.3"
"경상북도 포항시 북구 우창동(4711368000)","36.9","40","38.5"
"경상북도 포항시 북구 두호동(4711369000)","37.7","39.9","38.8"
"경상북도 포항시 북구 장량동(4711370000)","33.9","35.4","34.7"
"경상북도 포항시 북구 환여동(4711371000)","35.7","37.7","36.7"
"경상북도 경주시 (4713000000)","41.4","45.3","43.3"
"경상북도 경주시 감포읍(4713025000)","48.9","54.8","51.8"
"경상북도 경주시 안강읍(4713025300)","42","45.8","43.9"
"경상북도 경주시 건천읍(4713025600)","46.2","51.6","48.9"
"경상북도 경주시 외동읍(4713025900)","44.5","49.4","46.8"
"경상북도 경주시 양북면(4713031000)","49.1","57.8","53.3"
"경상북도 경주시 양남면(4713032000)","43.2","48","45.5"
"경상북도 경주시 내남면(4713033000)","49.6","55.7","52.7"
"경상북도 경주시 산내면(4713034000)","53.4","59.3","56.4"
"경상북도 경주시 서면(4713035000)","50.5","57","53.7"
"경상북도 경주시 현곡면(4713036000)","37.1","39.9","38.5"
"경상북도 경주시 강동면(4713037000)","46.3","51.3","48.8"
"경상북도 경주시 천북면(4713038000)","46.2","51.3","48.6"
"경상북도 경주시 중부동(4713051500)","44","49.1","46.6"
"경상북도 경주시 황오동(4713053000)","45.6","50.4","48"
"경상북도 경주시 성건동(4713055000)","41.3","45.2","43.3"
"경상북도 경주시 황남동(4713057000)","48.5","53.8","51.2"
"경상북도 경주시 선도동(4713059000)","36.5","39.8","38.1"
"경상북도 경주시 월성동(4713060500)","45","49.8","47.4"
"경상북도 경주시 용강동(4713061500)","34.9","37.6","36.3"
"경상북도 경주시 황성동(4713062100)","35.1","37.5","36.3"
"경상북도 경주시 동천동(4713063000)","37.5","40.3","38.9"
"경상북도 경주시 불국동(4713065000)","43.6","48.1","45.9"
"경상북도 경주시 보덕동(4713066000)","46.2","50.6","48.3"
"경상북도 김천시 (4715000000)","42.1","46.4","44.3"
"경상북도 김천시 아포읍(4715025000)","43.1","47.1","45.1"
"경상북도 김천시 농소면(4715031000)","48.7","52.7","50.7"
"경상북도 김천시 남면(4715032000)","48.6","55.1","51.9"
"경상북도 김천시 개령면(4715034000)","46.7","54","50.3"
"경상북도 김천시 감문면(4715035000)","50.8","58.4","54.7"
"경상북도 김천시 어모면(4715036000)","47.7","53.8","50.7"
"경상북도 김천시 봉산면(4715037000)","47.1","51.8","49.4"
"경상북도 김천시 대항면(4715038000)","46.9","51.8","49.4"
"경상북도 김천시 감천면(4715039000)","48.4","53.8","51"
"경상북도 김천시 조마면(4715040000)","48.7","55.3","52"
"경상북도 김천시 구성면(4715041000)","51.8","59.4","55.6"
"경상북도 김천시 지례면(4715042000)","52.1","59.3","55.7"
"경상북도 김천시 부항면(4715043000)","53","60.1","56.6"
"경상북도 김천시 대덕면(4715044000)","51.3","57.8","54.6"
"경상북도 김천시 증산면(4715045000)","52.2","56.6","54.6"
"경상북도 김천시 자산동(4715051600)","44.4","48.4","46.4"
"경상북도 김천시 평화남산동(4715053600)","43.1","47.6","45.4"
"경상북도 김천시 양금동(4715056500)","45.3","50.4","47.9"
"경상북도 김천시 대신동(4715057500)","35.4","38.1","36.7"
"경상북도 김천시 대곡동(4715059500)","38.5","41.8","40.2"
"경상북도 김천시 지좌동(4715061000)","36.8","40.2","38.5"
"경상북도 김천시 율곡동(4715064000)","29.1","30.3","29.7"
"경상북도 안동시 (4717000000)","41.9","45.8","43.9"
"경상북도 안동시 풍산읍(4717025000)","49.9","55.4","52.7"
"경상북도 안동시 와룡면(4717031000)","50.6","56.1","53.3"
"경상북도 안동시 북후면(4717032000)","51.1","57.5","54.2"
"경상북도 안동시 서후면(4717033000)","49.3","53.3","51.2"
"경상북도 안동시 풍천면(4717034000)","51","56.2","53.6"
"경상북도 안동시 일직면(4717035000)","51.9","57.4","54.8"
"경상북도 안동시 남후면(4717036000)","52.7","60.2","56.5"
"경상북도 안동시 남선면(4717037000)","48.1","53.4","50.8"
"경상북도 안동시 임하면(4717038000)","50.7","56.7","53.5"
"경상북도 안동시 길안면(4717039000)","53","58.3","55.7"
"경상북도 안동시 임동면(4717040000)","51.5","58.2","54.8"
"경상북도 안동시 예안면(4717041000)","53.1","57.8","55.4"
"경상북도 안동시 도산면(4717042000)","53","59.6","56.1"
"경상북도 안동시 녹전면(4717043000)","53.6","58","55.8"
"경상북도 안동시 중구동(4717051000)","45.4","49","47.2"
"경상북도 안동시 명륜동(4717052000)","40.4","44.2","42.3"
"경상북도 안동시 용상동(4717055500)","37.6","40.8","39.2"
"경상북도 안동시 서구동(4717058500)","45","49.3","47.2"
"경상북도 안동시 태화동(4717060000)","41.8","45","43.4"
"경상북도 안동시 평화동(4717062000)","41.4","45.2","43.3"
"경상북도 안동시 안기동(4717063000)","40.1","42.8","41.5"
"경상북도 안동시 옥동(4717065000)","34.8","38.5","36.7"
"경상북도 안동시 송하동(4717066000)","35.9","39.4","37.7"
"경상북도 안동시 강남동(4717069000)","33.8","36.6","35.2"
"경상북도 구미시 (4719000000)","34.7","36.4","35.5"
"경상북도 구미시 선산읍(4719025000)","42.8","47.5","45.1"
"경상북도 구미시 고아읍(4719025300)","36.6","39.2","37.9"
"경상북도 구미시 무을면(4719031000)","50.8","58.7","54.7"
"경상북도 구미시 옥성면(4719032000)","50.9","58.4","54.6"
"경상북도 구미시 도개면(4719033000)","50.5","57.2","53.9"
"경상북도 구미시 해평면(4719034000)","48.5","54.3","51.3"
"경상북도 구미시 산동면(4719035000)","43.6","49.2","46"
"경상북도 구미시 장천면(4719036000)","46.7","50.9","48.7"
"경상북도 구미시 송정동(4719051000)","36.6","38.4","37.5"
"경상북도 구미시 원평1동(4719052000)","43.3","44.5","43.9"
"경상북도 구미시 원평2동(4719053000)","44.6","48.9","46.6"
"경상북도 구미시 도량동(4719055100)","35.3","37","36.2"
"경상북도 구미시 지산동(4719055500)","42.4","46","44.1"
"경상북도 구미시 선주원남동(4719056500)","33.6","35.1","34.3"
"경상북도 구미시 형곡1동(4719058200)","35.5","37.9","36.7"
"경상북도 구미시 형곡2동(4719058300)","35","37","36"
"경상북도 구미시 신평1동(4719059000)","37.8","41.3","39.3"
"경상북도 구미시 신평2동(4719060000)","39.3","42.7","40.8"
"경상북도 구미시 비산동(4719061000)","34.8","35.2","35"
"경상북도 구미시 공단1동(4719062100)","32.7","34.5","33.6"
"경상북도 구미시 공단2동(4719062200)","31.2","32","31.6"
"경상북도 구미시 광평동(4719063000)","36","37.7","36.8"
"경상북도 구미시 상모사곡동(4719064500)","33.1","34","33.5"
"경상북도 구미시 임오동(4719066000)","32","33.1","32.5"
"경상북도 구미시 인동동(4719067000)","31.4","32.7","32.1"
"경상북도 구미시 진미동(4719068000)","31.3","30.2","30.7"
"경상북도 구미시 양포동(4719069000)","29.6","30.1","29.8"
"경상북도 영주시 (4721000000)","43.2","47.4","45.3"
"경상북도 영주시 풍기읍(4721025000)","44.8","49.7","47.2"
"경상북도 영주시 이산면(4721031000)","49.5","54","51.7"
"경상북도 영주시 평은면(4721032000)","53.3","59.4","56.3"
"경상북도 영주시 문수면(4721033000)","50.4","56.7","53.5"
"경상북도 영주시 장수면(4721034000)","49.4","55.6","52.5"
"경상북도 영주시 안정면(4721035000)","50.3","56.4","53.3"
"경상북도 영주시 봉현면(4721036000)","49.1","54.1","51.6"
"경상북도 영주시 순흥면(4721037000)","50.6","55.6","53.1"
"경상북도 영주시 단산면(4721038000)","52.2","58.6","55.4"
"경상북도 영주시 부석면(4721039000)","52.6","58","55.3"
"경상북도 영주시 상망동(4721051000)","39.4","43.2","41.3"
"경상북도 영주시 하망동(4721052500)","41.8","46","44"
"경상북도 영주시 영주1동(4721055000)","46.1","50.1","48.2"
"경상북도 영주시 영주2동(4721056000)","43.7","47.3","45.6"
"경상북도 영주시 휴천1동(4721059000)","37.6","41.4","39.5"
"경상북도 영주시 휴천2동(4721060000)","42.2","45.2","43.7"
"경상북도 영주시 휴천3동(4721061000)","40.4","43.9","42.2"
"경상북도 영주시 가흥1동(4721062000)","39","43","41"
"경상북도 영주시 가흥2동(4721063000)","38.6","42.6","40.6"
"경상북도 영천시 (4723000000)","44.8","49.2","47"
"경상북도 영천시 금호읍(4723025000)","46.6","50.8","48.7"
"경상북도 영천시 청통면(4723031000)","49.8","54.7","52.2"
"경상북도 영천시 신녕면(4723032000)","50.2","56.8","53.6"
"경상북도 영천시 화산면(4723033000)","52.2","58.5","55.3"
"경상북도 영천시 화북면(4723034000)","53.1","58.9","56"
"경상북도 영천시 화남면(4723035000)","52.5","58.5","55.5"
"경상북도 영천시 자양면(4723036000)","53.5","58.7","56.1"
"경상북도 영천시 임고면(4723037000)","51.6","57.4","54.5"
"경상북도 영천시 고경면(4723038000)","47.2","54.5","50.7"
"경상북도 영천시 북안면(4723039000)","52.8","57.7","55.3"
"경상북도 영천시 대창면(4723040000)","51","57.1","53.9"
"경상북도 영천시 동부동(4723051000)","36.8","40.3","38.6"
"경상북도 영천시 중앙동(4723052000)","39.9","42.4","41.2"
"경상북도 영천시 서부동(4723053500)","45.9","49.8","47.9"
"경상북도 영천시 완산동(4723054000)","45.8","49.7","47.8"
"경상북도 영천시 남부동(4723055500)","46.5","52.4","49.2"
"경상북도 상주시 (4725000000)","45.3","50.7","48"
"경상북도 상주시 함창읍(4725025000)","48.7","55","51.9"
"경상북도 상주시 중동면(4725031000)","52","57.2","54.8"
"경상북도 상주시 사벌면(4725032000)","50.2","58.5","54.5"
"경상북도 상주시 낙동면(4725033000)","51.5","58.1","54.9"
"경상북도 상주시 낙동면동부출장소(4725033500)","51.7","57.5","54.7"
"경상북도 상주시 청리면(4725034000)","50.8","58.1","54.5"
"경상북도 상주시 공성면(4725035000)","51.4","57.5","54.6"
"경상북도 상주시 외남면(4725036000)","52","57.6","54.8"
"경상북도 상주시 내서면(4725037000)","51.4","56.5","54"
"경상북도 상주시 모동면(4725038000)","49.4","52.6","51"
"경상북도 상주시 모서면(4725039000)","50.4","57","53.7"
"경상북도 상주시 모서면서부출장소(4725039500)","49.6","56.9","53.5"
"경상북도 상주시 화동면(4725040000)","50.9","55.3","53.1"
"경상북도 상주시 화서면(4725041000)","49.7","55","52.4"
"경상북도 상주시 화북면(4725042000)","50.5","54.1","52.2"
"경상북도 상주시 화북면서부출장소(4725042600)","52.7","57.6","55.2"
"경상북도 상주시 외서면(4725043000)","49.9","57.1","53.6"
"경상북도 상주시 은척면(4725044000)","53.4","60.5","57.1"
"경상북도 상주시 은척면북부출장소(4725044500)","57.7","63","60.4"
"경상북도 상주시 공검면(4725045000)","53.3","60.6","57.2"
"경상북도 상주시 이안면(4725046000)","54.3","60.4","57.5"
"경상북도 상주시 화남면(4725047000)","52.2","57.6","55"
"경상북도 상주시 남원동(4725052000)","39.9","44.2","42.1"
"경상북도 상주시 북문동(4725053000)","40.1","44.1","42.1"
"경상북도 상주시 계림동(4725054000)","40.1","45.3","42.7"
"경상북도 상주시 동문동(4725055000)","41","45.3","43.1"
"경상북도 상주시 동성동(4725056000)","42.2","47.1","44.7"
"경상북도 상주시 신흥동(4725057000)","37.5","41.6","39.5"
"경상북도 문경시 (4728000000)","44.3","49.4","46.9"
"경상북도 문경시 문경읍(4728025000)","48.2","53.6","51"
"경상북도 문경시 문경읍갈평출장소(4728025100)","50.3","54.8","52.7"
"경상북도 문경시 가은읍(4728025300)","52.3","59.1","55.8"
"경상북도 문경시 가은읍북부출장소(4728025400)","51","56.8","53.9"
"경상북도 문경시 영순면(4728031000)","49.4","57.2","53.2"
"경상북도 문경시 산양면(4728032000)","51.9","57.9","54.9"
"경상북도 문경시 호계면(4728033000)","48.1","51.7","50"
"경상북도 문경시 산북면(4728034000)","52.7","59.8","56.4"
"경상북도 문경시 동로면(4728035000)","51","56.8","53.9"
"경상북도 문경시 마성면(4728036000)","51.1","58.8","55.1"
"경상북도 문경시 농암면(4728037000)","51","59.2","55.3"
"경상북도 문경시 점촌1동(4728057000)","44.3","49.2","46.8"
"경상북도 문경시 점촌2동(4728058000)","42.7","46.5","44.6"
"경상북도 문경시 점촌3동(4728059000)","40","44.7","42.3"
"경상북도 문경시 점촌4동(4728060000)","47.6","53.1","50.4"
"경상북도 문경시 점촌5동(4728061000)","35","38.4","36.7"
"경상북도 경산시 (4729000000)","38.9","41.7","40.3"
"경상북도 경산시 하양읍(4729025000)","39","42.4","40.7"
"경상북도 경산시 진량읍(4729025300)","37.2","39.2","38.2"
"경상북도 경산시 와촌면(4729031000)","48.3","53.2","50.6"
"경상북도 경산시 자인면(4729033000)","47.1","51.1","49.1"
"경상북도 경산시 용성면(4729034000)","50.9","57.5","54.2"
"경상북도 경산시 남산면(4729035000)","49.6","55","52.2"
"경상북도 경산시 압량면(4729036000)","39.4","42","40.6"
"경상북도 경산시 남천면(4729037000)","48","53","50.5"
"경상북도 경산시 중방동(4729051000)","39.8","42.8","41.3"
"경상북도 경산시 중앙동(4729052000)","41.7","46.2","43.9"
"경상북도 경산시 남부동(4729053000)","38.2","41.5","39.9"
"경상북도 경산시 서부1동(4729054100)","37.2","39.5","38.4"
"경상북도 경산시 서부2동(4729054200)","38.4","40.7","39.5"
