"행정구역","2011년12월_남자 평균연령","2011년12월_여자 평균연령","2011년12월_평균연령"
"인천광역시 중구 용유동(2811063000)","44.9","48","46.3"
"인천광역시 중구 용유출장무의지소(2811063700)","49","53.2","50.9"
"인천광역시 동구 (2814000000)","39.2","41.8","40.5"
"인천광역시 동구 만석동(2814051000)","37.5","40.9","39.2"
"인천광역시 동구 화수1.화평동(2814052500)","40.1","43.1","41.6"
"인천광역시 동구 화수2동(2814053000)","39.2","42.1","40.6"
"인천광역시 동구 송현1.2동(2814055500)","37.2","39.4","38.3"
"인천광역시 동구 송현3동(2814057000)","40.7","44.1","42.4"
"인천광역시 동구 송림1동(2814058000)","43.5","46.9","45.2"
"인천광역시 동구 송림2동(2814059000)","44.2","47.5","45.8"
"인천광역시 동구 송림3.5동(2814060500)","38.7","41","39.8"
"인천광역시 동구 송림4동(2814061000)","37.9","38.7","38.3"
"인천광역시 동구 송림6동(2814063000)","37.5","39","38.3"
"인천광역시 동구 금창동(2814064000)","43.3","46.4","44.8"
"인천광역시 남구 (2817000000)","38.2","40.3","39.2"
"인천광역시 남구 숭의2동(2817052000)","41.3","44.2","42.7"
"인천광역시 남구 숭의1,3동(2817053500)","41.9","44.7","43.3"
"인천광역시 남구 숭의4동(2817054000)","39.9","42.8","41.3"
"인천광역시 남구 용현1,4동(2817055500)","39.4","42.7","40.9"
"인천광역시 남구 용현2동(2817056000)","38.5","41.2","39.9"
"인천광역시 남구 용현3동(2817057000)","41.8","44.8","43.2"
"인천광역시 남구 용현5동(2817059000)","36","37.7","36.9"
"인천광역시 남구 학익1동(2817060000)","35.9","37.6","36.7"
"인천광역시 남구 학익2동(2817061000)","37.1","39.3","38.2"
"인천광역시 남구 도화1동(2817063000)","39.6","41.7","40.6"
"인천광역시 남구 도화2,3동(2817064500)","39.4","41.5","40.4"
"인천광역시 남구 주안1동(2817066000)","38.2","39.7","38.9"
"인천광역시 남구 주안2동(2817067000)","39.2","41.9","40.6"
"인천광역시 남구 주안3동(2817068000)","39.2","41.5","40.3"
"인천광역시 남구 주안4동(2817069000)","39.9","42.3","41.1"
"인천광역시 남구 주안5동(2817070000)","37.8","40.2","39"
"인천광역시 남구 주안6동(2817071000)","36.4","37.8","37.1"
"인천광역시 남구 주안7동(2817072000)","38.7","41.3","40"
"인천광역시 남구 주안8동(2817073000)","36.5","38.2","37.3"
"인천광역시 남구 관교동(2817073500)","37.3","38.6","38"
"인천광역시 남구 문학동(2817074000)","36","37","36.5"
"인천광역시 연수구 (2818500000)","35.2","36.9","36.1"
"인천광역시 연수구 옥련1동(2818563000)","35.8","37.5","36.6"
"인천광역시 연수구 옥련2동(2818564000)","35.7","37.1","36.4"
"인천광역시 연수구 선학동(2818575000)","37.8","39.9","38.8"
"인천광역시 연수구 연수1동(2818576100)","35.7","36.8","36.2"
"인천광역시 연수구 연수2동(2818576200)","35.4","38","36.7"
"인천광역시 연수구 연수3동(2818576300)","35.9","38.6","37.3"
"인천광역시 연수구 청학동(2818576600)","36.7","38.6","37.6"
"인천광역시 연수구 동춘1동(2818578000)","36.2","38.2","37.2"
"인천광역시 연수구 동춘2동(2818579000)","33.5","35.2","34.3"
"인천광역시 연수구 동춘3동(2818579500)","34.8","36.4","35.6"
"인천광역시 연수구 송도동(2818581000)","32.8","34","33.4"
"인천광역시 남동구 (2820000000)","35.9","37.6","36.7"
"인천광역시 남동구 구월1동(2820051000)","36.7","37.7","37.2"
"인천광역시 남동구 구월2동(2820052000)","34.1","35.7","34.9"
"인천광역시 남동구 구월3동(2820052100)","38.2","39.5","38.8"
"인천광역시 남동구 구월4동(2820052200)","37.1","39.3","38.2"
"인천광역시 남동구 간석1동(2820053000)","37.2","39.3","38.2"
"인천광역시 남동구 간석2동(2820054000)","36.2","37.9","37.1"
"인천광역시 남동구 간석3동(2820055000)","38.6","39.9","39.2"
"인천광역시 남동구 간석4동(2820055100)","36.8","38.4","37.6"
"인천광역시 남동구 만수1동(2820056000)","37.3","40.8","39.1"
"인천광역시 남동구 만수2동(2820057000)","36.3","37.7","37"
"인천광역시 남동구 만수3동(2820058000)","36.4","38","37.2"
"인천광역시 남동구 만수4동(2820058100)","34.6","37.3","35.9"
"인천광역시 남동구 만수5동(2820058200)","38.3","40.3","39.3"
"인천광역시 남동구 만수6동(2820058300)","35.9","37.5","36.7"
"인천광역시 남동구 장수서창동(2820065000)","35.3","36.6","36"
"인천광역시 남동구 남촌도림동(2820066000)","36.1","37.7","36.9"
"인천광역시 남동구 논현1동(2820069000)","33.8","35.5","34.7"
"인천광역시 남동구 논현2동(2820070000)","34.4","36.3","35.4"
"인천광역시 남동구 논현고잔동(2820071000)","32.6","33.8","33.2"
"인천광역시 부평구 (2823700000)","36.6","38.4","37.5"
"인천광역시 부평구 부평1동(2823751000)","37.2","38.7","38"
"인천광역시 부평구 부평2동(2823752000)","37.1","39.2","38.2"
"인천광역시 부평구 부평3동(2823753000)","39.5","41.9","40.7"
"인천광역시 부평구 부평4동(2823754000)","37.7","39.6","38.7"
"인천광역시 부평구 부평5동(2823755000)","37.3","39.2","38.2"
"인천광역시 부평구 부평6동(2823756000)","39.1","41.2","40.2"
"인천광역시 부평구 산곡1동(2823757000)","38.6","40.8","39.7"
"인천광역시 부평구 산곡2동(2823758000)","35.1","36.7","35.9"
"인천광역시 부평구 산곡3동(2823758100)","37.8","40.8","39.4"
"인천광역시 부평구 산곡4동(2823758200)","35.6","37.6","36.6"
"인천광역시 부평구 청천1동(2823759100)","38.9","40.3","39.6"
"인천광역시 부평구 청천2동(2823759200)","35.7","37.2","36.4"
"인천광역시 부평구 갈산1동(2823764100)","36.4","38.2","37.3"
"인천광역시 부평구 갈산2동(2823764200)","36.6","39.2","37.9"
"인천광역시 부평구 삼산1동(2823764600)","34","36.4","35.2"
"인천광역시 부평구 삼산2동(2823764800)","33.2","34.7","33.9"
"인천광역시 부평구 부개1동(2823765000)","38.5","40.3","39.4"
"인천광역시 부평구 부개2동(2823766000)","36.5","37.8","37.2"
"인천광역시 부평구 부개3동(2823766100)","34.5","35.8","35.2"
"인천광역시 부평구 일신동(2823767000)","35.8","37","36.4"
"인천광역시 부평구 십정1동(2823768000)","38.4","39.9","39.2"
"인천광역시 부평구 십정2동(2823769000)","38.3","39.8","39"
"인천광역시 계양구 (2824500000)","35.3","36.7","36"
"인천광역시 계양구 효성1동(2824560100)","36.3","37.8","37"
"인천광역시 계양구 효성2동(2824560200)","35.4","36.3","35.9"
"인천광역시 계양구 계산1동(2824561100)","37","38.5","37.7"
"인천광역시 계양구 계산2동(2824561200)","37.2","39.3","38.2"
"인천광역시 계양구 계산3동(2824561300)","34.7","36.1","35.4"
"인천광역시 계양구 계산4동(2824561400)","34.6","35.7","35.2"
"인천광역시 계양구 작전1동(2824562100)","34.8","36.1","35.4"
"인천광역시 계양구 작전2동(2824562200)","37.2","38.8","38"
"인천광역시 계양구 작전서운동(2824564000)","33.6","34.9","34.2"
"인천광역시 계양구 계양1동(2824571000)","34.3","35.4","34.9"
"인천광역시 계양구 계양2동(2824572000)","35","36.8","35.9"
"인천광역시 서구 (2826000000)","34.9","36.2","35.5"
"인천광역시 서구 검암경서동(2826051500)","33.1","34.2","33.6"
"인천광역시 서구 연희동(2826053000)","35.1","36.3","35.7"
"인천광역시 서구 청라동(2826053500)","30.9","31.9","31.4"
"인천광역시 서구 가정1동(2826054200)","38.9","41","39.9"
"인천광역시 서구 가정2동(2826054300)","35.7","37.2","36.4"
"인천광역시 서구 가정3동(2826054400)","35.7","37.2","36.5"
"인천광역시 서구 석남1동(2826055000)","37.4","39.4","38.4"
"인천광역시 서구 석남2동(2826056000)","38.3","39.7","39"
"인천광역시 서구 석남3동(2826056100)","36.5","37.8","37.2"
"인천광역시 서구 신현원창동(2826057500)","35.9","37.1","36.5"
"인천광역시 서구 가좌1동(2826058000)","38.1","39.4","38.7"
"인천광역시 서구 가좌2동(2826059000)","35.5","37.3","36.4"
"인천광역시 서구 가좌3동(2826060000)","37.5","39.2","38.3"
"인천광역시 서구 가좌4동(2826061000)","37.8","39.3","38.6"
"인천광역시 서구 검단1동(2826063000)","34.3","35.2","34.7"
"인천광역시 서구 검단2동(2826064000)","33.7","35.1","34.4"
"인천광역시 서구 검단3동(2826065000)","31.4","32.2","31.8"
"인천광역시 서구 검단4동(2826066000)","32.4","33.6","33"
"인천광역시 강화군 (2871000000)","45.5","49.2","47.4"
"인천광역시 강화군 강화읍(2871025000)","40.5","43.7","42.1"
"인천광역시 강화군 선원면(2871031000)","41.3","44.2","42.8"
"인천광역시 강화군 불은면(2871032000)","48.4","52.3","50.3"
"인천광역시 강화군 길상면(2871033000)","45.7","49.2","47.4"
"인천광역시 강화군 화도면(2871034000)","49.7","54.1","51.9"
"인천광역시 강화군 양도면(2871035000)","49.1","54.1","51.5"
"인천광역시 강화군 내가면(2871036000)","50.4","54","52.3"
"인천광역시 강화군 하점면(2871037000)","50.9","56.1","53.4"
"인천광역시 강화군 양사면(2871038000)","51.8","55.3","53.5"
"인천광역시 강화군 송해면(2871039000)","50.2","54.9","52.6"
"인천광역시 강화군 교동면(2871040000)","51.1","55.3","53.2"
"인천광역시 강화군 삼산면(2871041000)","50.1","55.4","52.7"
"인천광역시 강화군 서도면(2871042000)","55.1","56.3","55.7"
"인천광역시 강화군 서도면볼음출장소(2871042500)","58.5","59.9","59.2"
"인천광역시 옹진군 (2872000000)","42.6","47.4","44.8"
"인천광역시 옹진군 북도면(2872031000)","45.8","47.2","46.5"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","48.4","52.1","50.2"
"인천광역시 옹진군 백령면(2872033000)","39.2","44.3","41.4"
"인천광역시 옹진군 대청면(2872034000)","44.1","48.4","46"
"인천광역시 옹진군 대청면소청출장소(2872034500)","45.4","61.7","51.7"
"인천광역시 옹진군 덕적면(2872035000)","47.9","54.2","50.8"
"인천광역시 옹진군 영흥면(2872036000)","42.2","45.7","43.8"
"인천광역시 옹진군 자월면(2872037000)","47.5","52.2","49.8"
"인천광역시 옹진군 연평면(2872038000)","39.6","45","41.8"
"광주광역시  (2900000000)","35.3","37.6","36.4"
"광주광역시 동구 (2911000000)","40.6","43.3","42"
"광주광역시 동구 충장동(2911052500)","45.3","46.3","45.8"
"광주광역시 동구 동명동(2911054500)","42","45.2","43.6"
"광주광역시 동구 계림1동(2911056000)","42.5","44.3","43.4"
"광주광역시 동구 계림2동(2911057000)","38.9","42.1","40.5"
"광주광역시 동구 산수1동(2911059000)","41.2","43.9","42.6"
"광주광역시 동구 산수2동(2911060000)","39.8","41.9","40.8"
"광주광역시 동구 지산1동(2911062000)","39","42.1","40.6"
"광주광역시 동구 지산2동(2911063000)","38.9","41.7","40.3"
"광주광역시 동구 서남동(2911065500)","41.9","43.7","42.8"
"광주광역시 동구 학동(2911068500)","41.3","45.6","43.5"
"광주광역시 동구 학운동(2911071000)","40.8","43.4","42.1"
"광주광역시 동구 지원1동(2911073000)","38.7","41.5","40.1"
"광주광역시 동구 지원2동(2911074000)","40.5","43.9","42.2"
"광주광역시 서구 (2914000000)","34.9","37.3","36.1"
"광주광역시 서구 양동(2914057500)","44.2","47.9","46"
"광주광역시 서구 양3동(2914059000)","37.3","40.6","39"
"광주광역시 서구 농성1동(2914065000)","41.9","44","42.9"
"광주광역시 서구 농성2동(2914066000)","39.8","42.3","41.1"
"광주광역시 서구 광천동(2914073000)","38.5","40.3","39.4"
"광주광역시 서구 유덕동(2914074000)","32.5","34.4","33.4"
"광주광역시 서구 치평동(2914074500)","33.1","35.3","34.2"
"광주광역시 서구 상무1동(2914075100)","34.9","36.5","35.7"
"광주광역시 서구 상무2동(2914075200)","37.3","40.6","39"
"광주광역시 서구 화정1동(2914076000)","37","39","38"
"광주광역시 서구 화정2동(2914077000)","36.7","39.8","38.2"
"광주광역시 서구 화정3동(2914078000)","36.2","40","38.1"
"광주광역시 서구 화정4동(2914079000)","35.1","38.1","36.6"
"광주광역시 서구 서창동(2914080000)","40.2","44.9","42.4"
"광주광역시 서구 금호1동(2914082100)","34.4","37.7","36.1"
"광주광역시 서구 금호2동(2914082400)","31.4","33.1","32.3"
"광주광역시 서구 풍암동(2914083000)","32","33.8","32.9"
"광주광역시 서구 동천동(2914084000)","31.3","33.5","32.4"
"광주광역시 남구 (2915500000)","37.2","39.7","38.5"
"광주광역시 남구 양림동(2915551000)","38.1","41.2","39.7"
"광주광역시 남구 방림1동(2915552000)","36.9","39.5","38.2"
"광주광역시 남구 방림2동(2915553000)","39.4","42.1","40.8"
"광주광역시 남구 봉선1동(2915553700)","36.8","39.8","38.3"
"광주광역시 남구 봉선2동(2915553800)","33.9","36.5","35.2"
"광주광역시 남구 사직동(2915554500)","43.1","46.1","44.6"
"광주광역시 남구 월산동(2915560500)","43","46.4","44.6"
"광주광역시 남구 월산4동(2915563000)","39","41.3","40.2"
"광주광역시 남구 월산5동(2915564000)","39.1","41.7","40.4"
"광주광역시 남구 백운1동(2915567000)","37.6","39.7","38.7"
"광주광역시 남구 백운2동(2915568000)","41.3","43.5","42.4"
"광주광역시 남구 주월1동(2915569000)","36.6","38.7","37.7"
"광주광역시 남구 주월2동(2915570000)","37.9","40.1","39"
"광주광역시 남구 효덕동(2915571000)","34","36.3","35.2"
"광주광역시 남구 송암동(2915572000)","36.5","41","38.8"
"광주광역시 남구 대촌동(2915573000)","43.7","49.1","46.4"
"광주광역시 북구 (2917000000)","35.8","38.2","37"
"광주광역시 북구 중흥1동(2917051000)","42","45.1","43.4"
"광주광역시 북구 중흥2동(2917052000)","40.4","42.5","41.4"
"광주광역시 북구 중흥3동(2917053000)","40.6","43.8","42.1"
"광주광역시 북구 중앙동(2917055500)","44.2","47","45.5"
"광주광역시 북구 임동(2917057000)","38.8","40.9","39.8"
"광주광역시 북구 신안동(2917058000)","39.9","41.7","40.7"
"광주광역시 북구 용봉동(2917059000)","35.4","37.4","36.4"
"광주광역시 북구 운암1동(2917060100)","35.1","36.7","35.9"
"광주광역시 북구 운암2동(2917060200)","38.9","40.8","39.8"
"광주광역시 북구 운암3동(2917060300)","34.8","37.5","36.2"
"광주광역시 북구 동림동(2917061500)","33.5","36","34.8"
"광주광역시 북구 우산동(2917062000)","40.2","43.7","41.9"
"광주광역시 북구 풍향동(2917063500)","41.6","43.5","42.5"
"광주광역시 북구 문화동(2917065000)","38","42","40.1"
"광주광역시 북구 문흥1동(2917065600)","34.6","36.6","35.6"
"광주광역시 북구 문흥2동(2917065700)","34.1","36.5","35.3"
"광주광역시 북구 두암1동(2917066100)","39.4","40.7","40.1"
"광주광역시 북구 두암2동(2917066200)","37.1","39","38.1"
"광주광역시 북구 두암3동(2917066300)","38.2","42.6","40.5"
"광주광역시 북구 삼각동(2917066600)","33.8","35.8","34.8"
"광주광역시 북구 일곡동(2917066900)","31.1","33.4","32.2"
"광주광역시 북구 매곡동(2917067300)","33.3","36.2","34.8"
"광주광역시 북구 오치1동(2917067600)","36.2","37.9","37.1"
"광주광역시 북구 오치2동(2917067700)","37","41.1","39.1"
"광주광역시 북구 석곡동(2917068500)","44.2","50.4","47.2"
"광주광역시 북구 건국동(2917069500)","32.9","34.9","33.9"
"광주광역시 광산구 (2920000000)","32.5","34.3","33.4"
"광주광역시 광산구 송정1동(2920051500)","34.8","37.2","36"
"광주광역시 광산구 송정2동(2920052500)","40.7","43.7","42.2"
"광주광역시 광산구 도산동(2920054000)","33.5","35.8","34.7"
"광주광역시 광산구 신흥동(2920055000)","37.4","39.9","38.6"
"광주광역시 광산구 어룡동(2920056500)","33.9","35.6","34.7"
"광주광역시 광산구 우산동(2920058000)","35.2","38.7","36.9"
"광주광역시 광산구 월곡1동(2920060000)","33.8","35.6","34.7"
"광주광역시 광산구 월곡2동(2920061000)","32.3","33.8","33"
"광주광역시 광산구 비아동(2920062000)","33.4","35.4","34.3"
"광주광역시 광산구 첨단1동(2920062400)","32.4","33.7","33"
"광주광역시 광산구 첨단2동(2920062600)","30.7","32.3","31.5"
"광주광역시 광산구 신가동(2920063000)","31.6","32.8","32.2"
"광주광역시 광산구 운남동(2920063500)","30.8","32.2","31.5"
"광주광역시 광산구 수완동(2920063700)","28.9","30.6","29.8"
"광주광역시 광산구 하남동(2920064000)","30.5","31.2","30.8"
"광주광역시 광산구 임곡동(2920065000)","47.3","53.5","50.3"
"광주광역시 광산구 동곡동(2920066000)","45.6","52.6","49"
"광주광역시 광산구 평동(2920067000)","46.6","52.7","49.4"
"광주광역시 광산구 삼도동(2920068000)","48.2","55.1","51.6"
"광주광역시 광산구 본량동(2920069000)","49.9","57.1","53.5"
"광주광역시 광산구 신창동(2920070000)","29.6","30.8","30.2"
"대전광역시  (3000000000)","35.9","37.9","36.9"
"대전광역시 동구 (3011000000)","37.9","40.3","39.1"
"대전광역시 동구 중앙동(3011051500)","46.1","49.4","47.6"
"대전광역시 동구 효동(3011053000)","34.5","36.6","35.6"
"대전광역시 동구 신인동(3011054500)","38.2","40.7","39.4"
"대전광역시 동구 판암1동(3011055100)","38","41.2","39.6"
"대전광역시 동구 판암2동(3011055200)","40.2","45.8","43"
"대전광역시 동구 용운동(3011056000)","36.2","38.4","37.3"
"대전광역시 동구 대동(3011058500)","38.3","41.3","39.8"
"대전광역시 동구 자양동(3011059000)","38.6","40.9","39.8"
"대전광역시 동구 가양1동(3011062000)","39.5","41.2","40.3"
"대전광역시 동구 가양2동(3011063000)","36.7","38.8","37.7"
"대전광역시 동구 용전동(3011064000)","37","39.1","38"
"대전광역시 동구 성남동(3011066500)","38.6","41.1","39.8"
"대전광역시 동구 홍도동(3011067000)","36.7","39.2","37.9"
"대전광역시 동구 삼성동(3011069500)","39.2","41.4","40.3"
"대전광역시 동구 대청동(3011072500)","45.5","50.4","47.9"
"대전광역시 동구 산내동(3011074000)","36.4","38.4","37.4"
"대전광역시 중구 (3014000000)","37.9","40.1","39"
"대전광역시 중구 은행선화동(3014053500)","39.9","40.6","40.3"
"대전광역시 중구 목동(3014055000)","33.3","35.1","34.2"
"대전광역시 중구 중촌동(3014056000)","36.9","39.9","38.4"
"대전광역시 중구 대흥동(3014057500)","40.2","42.7","41.4"
"대전광역시 중구 문창동(3014060500)","42.3","46.2","44.2"
"대전광역시 중구 석교동(3014062000)","40","42.2","41.1"
"대전광역시 중구 대사동(3014063000)","42.5","45.5","44"
"대전광역시 중구 부사동(3014064000)","41.6","43.8","42.7"
"대전광역시 중구 용두동(3014065500)","38.4","40.8","39.6"
"대전광역시 중구 오류동(3014067000)","39","41.8","40.4"
"대전광역시 중구 태평1동(3014068000)","34.9","36.6","35.7"
"대전광역시 중구 태평2동(3014069000)","36.1","38.4","37.3"
"대전광역시 중구 유천1동(3014070000)","40.3","42.7","41.5"
"대전광역시 중구 유천2동(3014071000)","39.6","41.9","40.8"
"대전광역시 중구 문화1동(3014072000)","36.3","38.1","37.2"
"대전광역시 중구 문화2동(3014073000)","36.7","40.1","38.4"
"대전광역시 중구 산성동(3014074000)","37.9","40.1","39"
"대전광역시 서구 (3017000000)","35.2","37.1","36.1"
"대전광역시 서구 복수동(3017051000)","33.8","35.4","34.6"
"대전광역시 서구 도마1동(3017052000)","39.1","41.8","40.4"
"대전광역시 서구 도마2동(3017053000)","38.3","40.8","39.5"
"대전광역시 서구 정림동(3017053500)","35.9","38.2","37.1"
"대전광역시 서구 변동(3017054000)","37.8","39.5","38.6"
"대전광역시 서구 용문동(3017055000)","37.8","39.7","38.8"
"대전광역시 서구 탄방동(3017055500)","34.3","36.2","35.2"
"대전광역시 서구 괴정동(3017056000)","34.9","36.3","35.6"
"대전광역시 서구 가장동(3017057000)","37.4","38.9","38.1"
"대전광역시 서구 내동(3017057500)","35.5","37.3","36.4"
"대전광역시 서구 갈마1동(3017058100)","35.6","37.3","36.5"
"대전광역시 서구 갈마2동(3017058200)","33.9","34.8","34.3"
"대전광역시 서구 월평1동(3017058600)","35.9","37.2","36.5"
"대전광역시 서구 월평2동(3017058700)","37.6","41.7","39.7"
"대전광역시 서구 월평3동(3017058800)","34.1","36","35"
"대전광역시 서구 가수원동(3017059000)","35.3","37.2","36.2"
"대전광역시 서구 관저1동(3017059600)","33.6","35.5","34.6"
"대전광역시 서구 관저2동(3017059700)","31.5","33.1","32.3"
"대전광역시 서구 기성동(3017060000)","46.5","51.9","49.1"
"대전광역시 서구 둔산1동(3017063000)","34.5","36.5","35.5"
"대전광역시 서구 둔산2동(3017064000)","32.3","33.9","33.1"
"대전광역시 서구 만년동(3017065000)","32.8","34.2","33.5"
"대전광역시 서구 둔산3동(3017066000)","36","38.8","37.4"
"대전광역시 유성구 (3020000000)","33.4","35.1","34.3"
"대전광역시 유성구 진잠동(3020052000)","35.4","37.6","36.5"
"대전광역시 유성구 온천1동(3020053000)","36","38.3","37.2"
"대전광역시 유성구 온천2동(3020054000)","35.2","37","36.1"
"대전광역시 유성구 노은1동(3020054600)","32.3","34.1","33.2"
"대전광역시 유성구 노은2동(3020054700)","32.5","33.8","33.2"
"대전광역시 유성구 신성동(3020055000)","31.7","33","32.3"
"대전광역시 유성구 전민동(3020057000)","32.9","34.2","33.6"
"대전광역시 유성구 구즉동(3020058000)","31.9","33.9","32.9"
"대전광역시 유성구 관평동(3020060000)","31.3","32.5","31.9"
"대전광역시 대덕구 (3023000000)","36.2","38.2","37.2"
"대전광역시 대덕구 오정동(3023051000)","38.9","40.6","39.7"
"대전광역시 대덕구 대화동(3023052000)","38.9","40.9","39.8"
"대전광역시 대덕구 회덕동(3023052500)","38.4","40.5","39.4"
"대전광역시 대덕구 비래동(3023053300)","36.1","38.1","37.1"
"대전광역시 대덕구 송촌동(3023054300)","32.5","33.9","33.2"
"대전광역시 대덕구 중리동(3023054600)","36.6","38.5","37.5"
"대전광역시 대덕구 신탄진동(3023055000)","38","40.8","39.4"
"대전광역시 대덕구 석봉동(3023056000)","38","39.9","38.9"
"대전광역시 대덕구 덕암동(3023057000)","35.5","37.5","36.5"
"대전광역시 대덕구 목상동(3023058000)","33.8","34.6","34.2"
"대전광역시 대덕구 법1동(3023060000)","35.6","39.7","37.7"
"대전광역시 대덕구 법2동(3023061000)","35.2","37.6","36.4"
"울산광역시  (3100000000)","35.5","37.4","36.4"
"울산광역시 중구 (3111000000)","36.7","39","37.9"
"울산광역시 중구 학성동(3111051000)","41","43.4","42.1"
"울산광역시 중구 반구1동(3111052000)","37.4","39.2","38.2"
"울산광역시 중구 반구2동(3111053000)","38.1","40.4","39.3"
"울산광역시 중구 복산1동(3111054000)","39.2","42.1","40.6"
"울산광역시 중구 복산2동(3111055000)","35.8","38","36.9"
"울산광역시 중구 북정동(3111056000)","33.8","36","34.9"
"울산광역시 중구 중앙동(3111058500)","41.5","44.8","43.1"
"울산광역시 중구 우정동(3111059000)","37.9","40.1","39"
"울산광역시 중구 태화동(3111060000)","35.9","38.5","37.2"
"울산광역시 중구 다운동(3111061000)","35.6","38","36.8"
"울산광역시 중구 병영1동(3111062000)","35.6","37.9","36.7"
"울산광역시 중구 병영2동(3111063000)","36.3","38.1","37.2"
"울산광역시 중구 약사동(3111064000)","33.5","34.9","34.2"
"울산광역시 남구 (3114000000)","35.5","37.2","36.3"
"울산광역시 남구 신정1동(3114051000)","40","42.7","41.4"
"울산광역시 남구 신정2동(3114052000)","36.2","37.7","36.9"
"울산광역시 남구 신정3동(3114053000)","39.5","42","40.8"
"울산광역시 남구 신정4동(3114054000)","35.1","36.6","35.8"
"울산광역시 남구 신정5동(3114055000)","37.9","39.6","38.7"
"울산광역시 남구 달동(3114056000)","35.6","37.8","36.7"
"울산광역시 남구 삼산동(3114057000)","34","35.1","34.5"
"울산광역시 남구 삼호동(3114058500)","35.6","37.5","36.5"
"울산광역시 남구 무거동(3114059500)","33.4","35","34.2"
"울산광역시 남구 옥동(3114060000)","33.7","36.2","34.9"
"울산광역시 남구 대현동(3114062500)","35.2","36.5","35.9"
"울산광역시 남구 수암동(3114063500)","34.1","35.2","34.7"
"울산광역시 남구 선암동(3114064000)","35.4","36.3","35.8"
"울산광역시 남구 야음장생포동(3114067000)","40.9","43.5","42.1"
"울산광역시 동구 (3117000000)","35.4","37","36.2"
"울산광역시 동구 방어동(3117051000)","35","36.6","35.7"
"울산광역시 동구 일산동(3117052000)","39.4","41.4","40.4"
"울산광역시 동구 화정동(3117053000)","36.3","38.6","37.4"
"울산광역시 동구 대송동(3117054000)","34.1","35","34.5"
"울산광역시 동구 전하1동(3117055000)","35.8","38.4","37"
"울산광역시 동구 전하2동(3117056000)","36.2","37.9","37"
"울산광역시 동구 남목1동(3117058000)","35.7","37.7","36.7"
"울산광역시 동구 남목2동(3117059000)","34.4","35.3","34.8"
"울산광역시 동구 남목3동(3117060000)","34.5","36.3","35.4"
"울산광역시 북구 (3120000000)","33.1","34.5","33.8"
"울산광역시 북구 농소1동(3120051000)","34","35.3","34.6"
"울산광역시 북구 농소2동(3120052000)","32.1","33.5","32.8"
"울산광역시 북구 농소3동(3120053000)","30.8","31.8","31.3"
"울산광역시 북구 강동동(3120054000)","43.4","49.7","46.4"
"울산광역시 북구 효문동(3120056000)","33.9","35.1","34.5"
"울산광역시 북구 송정동(3120057000)","32.9","34.5","33.7"
"울산광역시 북구 양정동(3120058000)","34","35.2","34.5"
"울산광역시 북구 염포동(3120059000)","35.1","36.9","35.9"
"울산광역시 울주군 (3171000000)","36.4","38.8","37.5"
"울산광역시 울주군 온산읍(3171025000)","35.4","37.2","36.2"
"울산광역시 울주군 언양읍(3171025300)","36.3","39.1","37.7"
"울산광역시 울주군 온양읍(3171025600)","35.2","36.9","36"
"울산광역시 울주군 범서읍(3171025900)","32.4","34","33.2"
"울산광역시 울주군 서생면(3171031000)","42.6","46.8","44.6"
"울산광역시 울주군 청량면(3171033000)","38.3","40.2","39.2"
"울산광역시 울주군 웅촌면(3171034000)","41.4","45.9","43.6"
"울산광역시 울주군 두동면(3171036000)","47.4","52.7","50"
"울산광역시 울주군 두서면(3171037000)","48.1","55.1","51.6"
"울산광역시 울주군 상북면(3171038000)","42.2","46.5","44.3"
"울산광역시 울주군 삼남면(3171039000)","38.2","40.6","39.4"
"울산광역시 울주군 삼동면(3171040000)","47.3","52","49.5"
"경기도  (4100000000)","36","37.7","36.8"
"경기도 수원시 (4111000000)","34.8","36.4","35.6"
"경기도 수원시 장안구 (4111100000)","35.2","37.2","36.2"
"경기도 수원시 장안구 파장동(4111156000)","37.7","40.5","39"
"경기도 수원시 장안구 율천동(4111156600)","32.5","34.8","33.6"
"경기도 수원시 장안구 정자1동(4111157100)","35.3","37.8","36.6"
"경기도 수원시 장안구 정자2동(4111157200)","34.9","36.8","35.9"
"경기도 수원시 장안구 정자3동(4111157300)","32.1","33","32.6"
"경기도 수원시 장안구 영화동(4111158000)","39.7","41.5","40.6"
"경기도 수원시 장안구 송죽동(4111159100)","36.6","37.8","37.2"
"경기도 수원시 장안구 조원1동(4111159700)","36.1","38.3","37.2"
"경기도 수원시 장안구 조원2동(4111159800)","34.9","36.8","35.9"
"경기도 수원시 장안구 연무동(4111160000)","39","42.2","40.5"
"경기도 수원시 권선구 (4111300000)","35","36.5","35.8"
"경기도 수원시 권선구 세류1동(4111352000)","40.5","43.3","41.9"
"경기도 수원시 권선구 세류2동(4111353000)","37.6","39.2","38.4"
"경기도 수원시 권선구 세류3동(4111354000)","37.2","39.2","38.2"
"경기도 수원시 권선구 평동(4111355000)","35.8","37.2","36.5"
"경기도 수원시 권선구 서둔동(4111356000)","35.7","37.3","36.5"
"경기도 수원시 권선구 구운동(4111365000)","35.9","37.6","36.8"
"경기도 수원시 권선구 금호동(4111366000)","33.7","35.5","34.6"
"경기도 수원시 권선구 권선1동(4111367000)","35.2","36.7","35.9"
"경기도 수원시 권선구 권선2동(4111368000)","32.8","34.5","33.6"
